Name,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
Aanya,20,Male,70.5,1.65,179,144,74,0.6,1151,Yoga,15.5,3.5,2,2,12.32
Aanya,18,Female,54.2,1.68,199,137,74,1.67,972,HIIT,14.1,3.4,2,,15.66
Aryan,18,Female,83.6,1.86,170,162,74,0.83,732,HIIT,22.7,2.8,2,3,24.77
Krishna,37,Female,58,1.6,168,143,52,1.28,834,Strength,21,3.6,4,2,22.2
Vivaan,27,Female,45.6,,177,146,74,2,1108,Yoga,18,2.9,4,2,26.74
Aanya,52,Female,40,1.91,194,151,59,1.96,535,HIIT,23.4,1.5,4,2,23.62
Reyansh,30,Female,40,1.62,166,164,73,1.23,1046,Yoga,25.2,3.7,5,3,14.53
Meera,23,Female,83.5,1.5,194,142,63,2,767,Yoga,25.8,2.9,4,2,12.32
Aanya,22,Female,81.9,1.8,163,146,74,1.15,971,HIIT,22.4,2.5,5,,28.26
Kabir,40,Male,45.2,1.74,180,136,74,1.08,1058,\tYoga,26,3.3,,3,18.36
Myra,49,Male,60.2,1.62,162,155,72,1.11,1105,\nStrength,23.4,3.1,3,1,16.85
Reyansh,51,,47.3,1.74,194,148,55,2,1259,Strength,28.8,3.1,3,1,24.75
Vivaan,28,Male,69.3,1.61,187,140,53,1.12,998,HIIT,17.6,2.8,,3,32.49
Kabir,33,Female,40,1.79,189,144,67,2,1285,HIIT,27.2,2.6,3,2,15.69
Reyansh,48,Male,87.3,2,190,159,61,1.97,897,Yoga,10.7,3.5,5,3,18.2
Aarav,49,Male,40,1.77,175,127,73,1.2,1109,Yoga,24.7,2.4,3,3,25.41
Meera,26,Female,55.4,2,,124,62,1.22,1292,HIIT,26.8,2.4,3,2,19.35
Riya,18,Male,50.9,1.73,170,137,58,1.43,804,Strength,23.5,3.7,2,2,17.61
Kabir,55,Female,59.9,1.53,178,157,54,1.23,1044,HIIT,26.9,3.4,4,1,31.33
Arjun,44,Male,66.8,1.97,194,126,65,1.66,1382,HIIT,18.5,1.6,4,2,23.14
Tia,50,Male,97,1.65,191,133,70,1.43,1256,Cardio,27.1,1.5,5,,27.51
Yuvan,37,Male,75.8,1.63,192,131,64,0.98,921,Strength,26.5,1.5,4,1,14
Vihaan,21,Female,51.6,1.5,175,149,66,2,863,Yoga,25.2,2,3,1,24.7
Myra,27,Female,55.4,1.88,187,134,53,2,855,Strength,16.3,2.6,5,1,14.33
Saanvi,23,Male,72.9,1.51,190,164,57,1.29,925,Strength,22.3,1.5,2,1,40.08
Krishna,30,Female,80.2,1.91,192,135,62,1.47,1461,Strength,16.5,3.7,2,3,28.49
Tia,,Male,97.2,1.73,175,165,72,1.15,707,Strength,14.3,1.5,,2,16.19
Anaya,45,Male,121.2,1.67,186,133,55,2,466,Cardio,16.7,3.4,4,1,30.69
Aarav,36,Female,100.2,1.93,199,166,60,0.98,1076,HIIT,24.6,2.7,4,2,16.49
Kabir,54,Male,56.4,1.55,186,135,74,1.73,,Yoga,19.7,2.6,3,1,20.19
Myra,45,Male,84.1,1.71,161,169,56,1.38,480,Yoga,22.4,3.4,3,3,38.83
Meera,51,Male,52,1.92,173,164,74,1.31,706,Cardio,25.7,1.5,2,1,14.05
Meera,25,Male,70.7,1.7,165,160,53,0.99,808,HIIT,23.5,2.1,3,1,18.29
Arjun,52,Female,50.8,1.8,199,159,63,1.51,1153,HIIT,24.9,2.4,4,2,16.16
Aanya,28,,48.7,1.6,175,133,59,1.38,996,HIIT,23.5,1.5,2,2,21.98
Myra,24,,51.3,1.69,174,153,74,1.18,828,Yoga,16.1,2.6,3,2,21.88
Aarav,42,Female,77,1.63,185,136,68,1.07,1029,Cardio,29.2,1.5,5,1,15.93
Myra,31,Female,50.1,1.69,185,169,64,1.68,1001,Strength,27.4,1.6,4,1,22.3
Kabir,45,Female,99.3,1.93,182,137,50,1.23,686,Strength,,2.4,3,3,33.26
Sara,18,Male,89.2,1.88,189,167,58,2,1126,Cardio,29.7,3.5,4,2,13.63
Meera,18,Female,70.8,1.96,196,130,61,1.46,708,,25.2,2.2,3,2,12.32
Meera,50,Male,59.1,1.74,181,156,51,1.01,985,Yoga,30.1,3.5,2,3,24.07
Advait,46,Female,67.5,1.76,160,150,74,1.43,577,Yoga,20,2.6,4,2,17.39
Aarav,46,Male,91.4,1.71,183,136,58,0.93,,Cardio,30.8,3.4,4,1,
Arjun,27,Female,41.4,1.69,191,169,56,1.99,647,Yoga,23.2,2.8,5,2,16.26
Tia,24,Female,80,1.59,198,125,70,1.68,1263,,15.3,3.6,3,2,14.62
Reyansh,24,Male,95.5,1.57,181,158,67,1.47,1609,Cardio,32.5,2,4,2,26.3
Sara,18,Male,66.9,1.76,163,169,55,1.15,1018,Yoga,24.2,3,3,1,16.52
Aarav,18,Male,82.8,1.5,197,134,74,1.79,1009,Cardio,30.5,3.3,3,3,19.41
Anaya,26,Male,79.7,1.64,194,148,55,2,1462,Yoga,21.8,3.2,4,2,26.9
Aanya,18,Female,80.4,1.79,171,169,74,1.43,,HIIT,16.3,3.6,3,2,15.03
Yuvan,33,Female,71.8,1.51,190,167,59,1.84,1321,HIIT,26.6,3.2,4,3,12.97
Saanvi,35,Male,73.4,1.57,169,138,67,1.14,977,Strength,32.4,3,4,3,25.05
Myra,54,Female,45.8,1.62,163,135,66,1.26,1703,Strength,15.2,1.6,4,2,17.99
Vivaan,44,Female,106.8,1.65,171,143,71,1.54,1295,Cardio,17.1,3.5,3,3,25.4
Reyansh,19,Male,59.8,1.7,181,120,73,1.54,1130,Cardio,29.6,3.5,3,1,22.56
Anaya,45,Female,88.4,1.5,181,132,66,2,,Cardio,23,2.4,3,1,28.39
Tia,44,Male,52.5,1.65,174,169,51,1.95,1783,Cardio,29.4,2,2,1,16.41
Kabir,58,Male,56.5,1.76,180,139,74,2,1396,Yoga,24.1,3.4,2,2,28.26
Ishaan,18,Male,49.9,1.74,177,161,70,2,950,HIIT,23,3.4,4,2,17.53
Meera,30,,62.3,1.82,174,160,64,1.23,1080,Cardio,15.9,2.5,3,3,22.26
Anaya,18,Female,76.1,1.64,196,169,63,1.43,686,Cardio,34.8,1.5,3,3,33.24
Meera,18,Female,40,1.74,160,145,74,0.53,907,Strength,24.8,3.6,,3,24.44
Riya,18,Male,91.1,1.7,,137,68,1.03,826,Cardio,33.7,3.5,2,2,18.24
Tia,28,Female,67.1,1.9,184,169,59,1.61,587,Yoga,20.8,2.7,3,1,12.32
Zara,18,Female,53.9,1.69,187,169,56,1.34,752,Yoga,13.6,3.3,3,2,15.23
Aarav,34,Female,79.3,1.65,181,149,64,1.4,501,HIIT,12,2.3,2,1,24.84
Arjun,18,Female,40,1.88,165,145,71,1.59,1121,\nStrength,22.6,3.4,2,1,14.1
Myra,35,Male,75.7,1.74,189,136,74,1.7,854,HIIT,24,1.5,2,2,12.47
Ishaan,29,Male,82.5,1.79,190,132,69,0.9,664,Yoga,10,2.3,2,1,34.85
Reyansh,19,Male,40,1.84,199,123,74,1.34,904,,30.2,3.1,3,1,16.34
Vivaan,20,Female,73,1.59,175,165,70,0.96,869,,30.1,3,5,1,15.01
Aarav,23,Female,56.5,1.97,169,151,56,2,1380,Strength,28.6,2.6,3,2,13.2
Krishna,33,Male,78.7,1.61,193,137,55,0.93,1668,Strength,24.5,2.3,,2,19.47
Myra,27,Male,75.4,1.58,192,169,63,1.3,1386,Strength,16.9,3.6,3,1,15.63
Riya,48,Male,59.6,1.78,181,152,53,1.65,1741,Strength,23.2,3.3,4,1,12.32
Ishaan,29,Female,57.2,1.84,168,141,74,1.56,303,Yoga,16.8,2.4,5,3,29.68
Vivaan,39,Female,74.3,1.63,178,169,57,1.35,1376,Yoga,25.9,3.2,3,3,20.29
Meera,46,Male,64.4,1.82,186,121,72,1.96,582,Cardio,26.2,,3,3,28.07
Zara,42,Male,,,182,140,60,2,786,HIIT,27.5,1.5,2,1,22.4
Riya,54,Male,63.8,1.92,188,131,57,0.98,1117,HIIT,20.7,1.6,5,2,26.75
Myra,21,Female,45.1,1.87,192,138,69,1.89,1071,,25.8,2.3,5,2,19.64
Aarav,27,Male,63.7,1.86,183,,70,0.91,759,Strength,24.5,3.5,3,3,18.88
Meera,30,Female,,1.81,179,144,50,1.52,1144,HIIT,22,1.5,2,2,14.43
Krishna,58,,59,1.78,166,144,74,1.47,1152,Strength,28.9,3.4,5,2,22.67
Yuvan,20,Male,57.1,1.66,168,146,74,1.17,1040,Cardio,24.6,3.5,2,2,17.57
Kabir,43,Male,68.8,1.79,188,122,73,1.56,350,HIIT,23.4,1.5,4,1,14.27
Saanvi,26,Female,62.9,1.69,192,139,69,1.77,,Strength,28.8,3.4,4,2,12.32
Riya,55,Female,98.6,1.6,197,167,74,1.16,802,HIIT,22.1,2.9,4,2,14.29
Kabir,25,Female,102.8,2,166,131,73,1.28,1783,Cardio,27.1,3.2,,1,14.05
Vivaan,36,Male,45.8,1.59,177,126,74,0.92,1221,Strength,32.9,3,3,3,30.03
Vivaan,53,Female,47.5,1.66,166,156,55,1.1,1766,HIIT,22.5,1.6,3,1,32.14
Aanya,52,Male,88,1.87,180,128,74,1.44,1058,Strength,32.2,1.7,4,2,27.54
Reyansh,43,Male,76.3,1.66,188,164,58,0.84,606,Strength,25.7,1.8,3,1,28.19
Tia,31,Female,85.9,1.7,162,143,56,2,1455,Yoga,28,3.3,3,3,12.78
Reyansh,28,Male,93.7,1.77,192,142,57,1.45,1230,Cardio,14.8,3.6,2,2,23.62
Kabir,26,Male,83.6,1.79,171,128,72,0.7,1247,Strength,25.4,3.2,3,1,27.91
Arjun,38,Male,101.4,2,190,169,63,,1772,Cardio,20.7,2.6,4,1,38.99
Yuvan,36,,77.6,1.6,183,165,72,0.66,1208,Cardio,25.6,1.7,3,1,12.44
Krishna,28,,44.7,1.68,166,160,62,0.99,1672,Yoga,28.6,1.5,2,3,17.59
Sara,40,Male,79.9,1.51,175,169,64,1.44,1277,Yoga,26.2,1.5,5,3,14.09
Myra,45,Female,70.2,1.82,167,139,67,1.32,953,Strength,10,1.5,4,2,13.6
Krishna,40,Female,44.2,1.7,161,160,64,1.71,979,Yoga,23.7,3.4,3,2,24.1
Anaya,49,Male,90.6,1.78,181,130,63,1.27,1002,Strength,28.2,2.3,3,2,15.66
Riya,40,Female,56.8,1.54,166,167,71,1.06,1225,Yoga,27.6,1.7,4,1,12.32
Aarav,51,Female,48.7,1.5,168,140,58,0.93,1108,Cardio,27.3,3.2,2,2,12.32
Kabir,41,Female,72.3,1.66,165,142,74,1.4,758,Cardio,25.6,3.6,4,1,23.85
Yuvan,43,Female,68,1.78,183,120,58,2,1030,HIIT,22.8,1.5,4,2,17.25
Reyansh,44,Male,46.7,1.81,191,132,58,1.45,1113,Cardio,10,3.5,4,3,23.21
Sara,30,Male,59.4,1.87,190,122,50,1.77,1337,Yoga,25.5,2.8,4,1,23.2
Reyansh,18,Female,75.9,1.7,183,151,51,1.01,1289,HIIT,30.1,3.2,2,1,24.94
Anaya,47,Female,45.1,1.73,193,152,57,1.25,918,,29.7,2.8,3,3,14.58
Vivaan,25,Female,64.6,1.51,194,127,55,1.4,1155,Cardio,26.9,3.5,2,3,17.74
Tia,18,Female,68.7,1.6,163,135,61,1.05,367,Yoga,23.1,3.6,3,,33.26
Vivaan,45,Female,61.1,1.74,171,164,69,1.16,1019,Yoga,19.6,2.8,3,1,16.37
Saanvi,47,Female,70.1,1.71,199,139,74,1.15,1238,Cardio,25.1,2.5,4,1,19.95
Myra,28,Male,50.3,1.81,176,156,70,1.46,1143,Strength,31.8,1.9,3,1,26.47
Zara,18,Female,66.8,1.62,161,169,74,1.57,1410,HIIT,30.2,3.3,,,22.63
Ishaan,28,Male,59.9,1.7,169,163,65,1.26,1474,Yoga,11.7,2.9,4,1,33.85
Aarav,41,Male,52.8,1.68,192,132,59,1.47,1709,Cardio,29.6,3.5,4,1,12.32
Ishaan,51,Female,62.7,1.73,198,140,50,1.98,1656,Strength,18.2,3.6,4,2,33.87
Myra,34,Male,76.4,1.84,164,161,69,1.2,978,Cardio,17,3,3,1,21.69
Aryan,52,Male,54.7,1.93,193,135,62,2,416,Cardio,31.9,3.2,2,2,34.32
Reyansh,18,Female,49,1.72,190,153,60,0.72,862,HIIT,24.4,2.8,4,3,17.26
Aanya,30,Male,46.3,1.59,166,133,54,1.33,1001,Strength,23.8,2.2,2,2,17.74
Arjun,35,Female,68.2,1.7,178,137,52,2,1181,HIIT,23.5,3.3,3,2,31.92
Arjun,36,Female,85.1,1.67,184,131,53,1.03,608,Yoga,19.7,2.1,4,2,20.8
Vivaan,,Female,59.8,2,188,144,70,2,1337,HIIT,32.9,3.1,3,1,14.17
Sara,56,Female,63.7,1.74,161,158,65,1.94,1297,Yoga,28.6,3.2,3,3,14.53
Riya,34,Male,40,1.68,183,167,64,1.45,1642,Yoga,28.2,2.3,3,2,17.03
Meera,56,Male,64.7,1.78,199,129,62,1.1,941,HIIT,11.5,2.4,3,2,13.72
Reyansh,28,Male,56.5,1.73,198,136,74,1.23,991,Strength,14.5,3.6,5,1,13.82
Aarav,18,Male,56.9,1.74,180,149,59,0.89,1441,Cardio,22,3.2,2,2,19.82
Zara,18,Male,115.8,1.68,177,150,74,1.11,629,Strength,24.2,3.6,5,2,20.56
Kabir,45,Male,46,1.76,165,135,69,1.05,1121,Yoga,24,1.5,5,2,28.92
Aarav,47,Female,46.9,1.91,162,145,53,1.17,733,HIIT,23.8,1.5,3,2,14.88
Reyansh,49,Male,110.8,1.62,162,169,59,1.34,1783,Cardio,11.5,1.7,4,2,21.26
Meera,19,Male,97.4,1.75,173,144,56,1.27,917,HIIT,27.1,3.2,4,2,28.45
Aarav,42,Male,117.7,1.71,198,149,74,0.89,943,Cardio,23.7,1.8,4,1,26.89
Aanya,24,,91.2,1.66,167,129,60,1.27,314,HIIT,30.8,3.4,5,1,21.76
Zara,18,Female,100.3,1.83,168,125,74,1.21,746,Yoga,23.3,3.4,5,1,
Aanya,28,Male,51.1,1.66,161,154,65,0.86,944,HIIT,31.1,3.3,5,2,19.67
Vihaan,18,Male,79,1.64,191,150,74,1.37,1741,Yoga,16.9,1.9,4,,30.73
Advait,44,Female,65,1.57,165,168,70,1.02,1232,Cardio,27.9,3.6,3,1,32.75
Saanvi,24,Male,86.3,1.71,191,150,50,1.33,1166,Yoga,33.3,1.8,3,1,18.7
Krishna,39,Male,43.3,1.68,184,128,51,1.5,712,Cardio,13.2,1.5,2,2,17.06
Tia,18,Male,50.6,2,179,133,,1.85,1265,Strength,19.8,2.7,,2,20.88
Yuvan,52,Male,40,1.71,165,157,74,1.64,1001,HIIT,18.6,2.8,4,2,17.27
Anaya,18,Female,59.9,1.76,179,169,66,1.26,1024,Cardio,,2.1,3,1,18.69
Aryan,56,Female,59.1,2,177,,58,0.94,1277,Yoga,14.1,3.4,3,2,16.29
Zara,24,,62.8,1.68,177,163,53,2,1005,HIIT,25.9,2.9,4,1,19.91
Zara,59,Female,72.8,1.65,172,165,55,1.17,1104,HIIT,15.4,3.4,3,1,14.86
Anaya,29,Female,65,1.77,194,152,66,1.34,715,HIIT,25.2,1.8,2,1,23.25
Reyansh,18,Female,74.2,1.85,177,151,66,2,1104,HIIT,28,1.5,3,1,
Kabir,46,Female,61.2,1.79,190,157,72,1.05,947,Strength,22.6,2.5,3,1,17.28
Reyansh,27,Female,63.3,1.9,183,148,67,0.58,933,HIIT,20,3.2,4,2,22.45
Kabir,40,Female,95.3,1.86,171,130,67,1.46,796,\nStrength,10,2,4,1,22.23
Riya,42,,73.6,1.73,182,159,66,1.65,1265,Cardio,23.2,2.4,2,2,
Myra,35,Male,124.8,1.75,176,161,59,1.2,1240,Yoga,10,3.3,3,2,28.03
Ishaan,18,Male,75.4,1.97,177,136,67,0.76,1371,HIIT,29.7,3.1,2,1,15.43
Riya,46,Male,49.8,1.91,160,146,65,2,1009,HIIT,29.4,3,3,3,12.84
Tia,18,Male,61,1.67,163,139,70,1.22,361,Strength,27.4,3.4,2,3,17.17
Arjun,47,Male,100.2,1.67,196,151,73,1.48,953,,24.5,3.2,3,,26.79
Tia,33,Female,73,1.69,196,135,67,1.93,881,Yoga,10,2.2,2,2,23.54
Tia,30,Male,88.2,1.72,191,155,54,1.28,911,Strength,27.2,2.2,4,3,15.42
Saanvi,34,Female,61.7,1.81,183,141,72,0.98,1443,HIIT,31.4,2.6,4,3,20.6
Krishna,30,Male,120,1.79,187,141,51,2,1508,Yoga,,2.5,4,1,21.36
Advait,30,Male,45.4,1.73,197,151,50,1.27,1200,Cardio,23.1,3.6,4,3,17.33
Arjun,30,Male,40,1.87,186,140,56,1.57,848,,26.6,2.6,5,1,12.87
Arjun,22,Male,129.9,1.62,185,141,52,1.62,571,Strength,27.2,1.8,4,2,12.32
Saanvi,53,Female,71.9,2,191,161,74,1.6,1286,Cardio,29,3.7,5,2,12.32
Zara,44,Female,115.6,1.5,186,145,55,1.65,1075,HIIT,25.1,3.5,2,1,18.41
Riya,26,Female,64.7,1.61,197,137,74,1.48,1088,HIIT,25.1,2.2,5,2,24.23
Kabir,52,Male,58.2,1.71,182,161,50,1.49,1364,HIIT,28.7,3.5,3,2,21.89
Kabir,49,Male,53.8,1.81,185,169,71,1.56,1345,Strength,25.3,2.4,4,2,19.34
Aryan,26,Female,63.6,1.77,173,145,55,1.29,1586,Strength,18.9,2.8,3,1,22.45
Tia,23,Male,62.3,1.68,167,122,74,1.69,772,Cardio,21.1,3.3,,1,12.98
Tia,26,Male,55.9,1.61,192,,74,1,1133,Cardio,21.1,2.6,5,1,21.42
Vivaan,41,Female,65.7,1.57,170,169,71,1.13,708,Yoga,26.5,1.9,5,1,12.32
Aryan,59,Female,65.5,1.78,168,139,56,1.26,505,Strength,22.8,2,2,2,28.6
Reyansh,39,Female,90.5,,175,169,51,2,883,HIIT,30.8,3.6,3,2,20.06
Yuvan,28,Female,40,1.81,194,164,57,1.57,1070,Yoga,21.3,3.4,3,1,37.33
Vivaan,48,Male,40,1.67,169,168,57,2,833,Strength,17.8,2.2,3,3,12.32
Aanya,54,Female,76.8,1.79,189,132,64,1.32,815,Strength,20.7,2.1,4,1,20.66
Vihaan,26,Female,92.4,1.59,165,169,55,1.49,1783,HIIT,24.9,1.5,4,2,22.09
Reyansh,28,Male,88.5,1.64,160,163,50,1.25,1190,Cardio,31.7,3.2,3,1,26.98
Tia,52,Female,54.3,1.73,185,137,57,2,1783,Yoga,20.5,3.1,3,2,22.75
Aarav,23,Male,71.2,1.56,170,140,68,0.79,1014,Yoga,21.8,3.5,4,1,13.25
Zara,26,Female,64.1,1.68,190,168,55,1.35,1175,Strength,28.1,3.4,2,2,39.84
Zara,18,Female,45.3,1.75,190,169,69,0.82,808,Cardio,28.4,3.7,2,3,26.5
Saanvi,21,Female,76,1.72,196,160,73,1.51,1306,Strength,28.8,3.5,3,3,12.32
Zara,41,Female,40,1.69,192,138,66,0.95,1556,Yoga,26,2.6,4,1,19.94
Aanya,30,Male,129.9,1.78,189,120,74,1.51,828,Yoga,20,1.5,2,1,30.83
Aanya,27,Female,62.9,1.73,187,157,54,0.99,569,Strength,27.9,2.4,4,1,28.52
Ishaan,28,Male,69.3,1.99,183,154,62,1.97,827,Strength,14.4,1.5,4,2,18.72
Advait,38,Male,60.6,1.81,170,159,71,1.45,577,Cardio,24.8,3.7,3,3,13.74
Saanvi,59,Female,40,1.65,179,163,71,1.93,823,Cardio,23.4,3.4,3,1,22.78
Tia,33,Female,56.6,2,173,131,71,1.65,680,,24.1,1.9,3,2,37.62
Riya,27,Female,75.2,1.96,172,132,61,1.22,829,HIIT,14.9,2.7,3,1,21.52
Aarav,46,Female,78.4,1.55,176,132,69,2,,Strength,23.3,2.2,2,1,23.63
Aryan,25,Male,42.2,1.82,185,140,56,0.86,373,Strength,17.9,3.5,4,2,29.27
Tia,29,Female,57,1.7,168,160,61,0.74,976,Yoga,17.7,2.8,4,3,12.32
Myra,32,Female,40,1.89,177,134,71,,1270,HIIT,23.9,1.9,,2,18
Ishaan,49,Male,128.5,1.96,196,138,68,0.5,1165,Cardio,26.1,3.4,2,1,22.89
Tia,28,Female,45,1.8,187,162,74,1.82,1395,Strength,23.2,2.7,4,3,12.32
Myra,18,Female,78.5,1.81,190,127,74,1.38,466,Yoga,29.9,1.7,4,3,15.7
Arjun,50,Female,49.4,1.91,188,131,74,1.11,963,Strength,17.6,2.7,2,1,17.89
Aarav,27,Female,50.3,1.66,180,131,74,1.12,677,Cardio,27.6,1.8,2,2,39.72
Arjun,40,Female,61,1.88,171,138,62,1.38,1180,HIIT,24.9,2,2,3,12.32
Vihaan,59,Male,79.3,1.79,198,162,74,1.78,933,Strength,25.2,2.7,4,2,16
Krishna,57,Female,40,1.62,190,123,57,1.43,1093,Yoga,25.2,3.2,5,1,21.11
Aryan,18,Male,50,1.69,196,143,53,,1115,Yoga,21.6,2.7,4,,28.53
Zara,18,Male,48.6,1.95,175,152,57,1.87,862,Strength,23.1,1.6,3,1,12.32
Vihaan,26,Male,91.3,1.63,186,156,67,0.92,1091,Yoga,22.6,2.4,,1,19.46
Arjun,50,Female,102.2,1.65,198,157,64,1.64,1123,Yoga,17.3,3.3,4,2,17.77
Arjun,48,Female,40,1.75,196,133,74,2,517,Cardio,12.8,2.5,4,1,12.32
Meera,41,Female,69.6,1.63,193,169,55,1.46,1157,Strength,27.9,3.7,4,1,32.29
Aryan,23,Female,56.8,1.75,183,149,74,1.54,926,Strength,25.3,2.6,2,,12.32
Aanya,50,Female,99.4,1.7,181,120,58,0.88,694,Yoga,30.5,1.5,3,,16.45
Anaya,18,Male,51.4,1.83,195,141,54,0.97,1145,HIIT,23.7,1.7,2,3,16.63
Ishaan,22,Male,96.9,1.8,163,132,56,0.94,748,HIIT,21.7,2.5,4,2,24.29
Krishna,26,Female,64.3,1.7,192,140,65,1.51,1236,Yoga,33.9,3.6,3,2,39.07
Kabir,42,Female,40,1.72,197,139,74,1.64,1143,Yoga,24,1.5,3,2,19.15
Riya,37,Male,40,1.92,194,128,72,1.89,1753,Strength,10,3.4,5,1,15.24
Meera,30,Female,85.4,1.71,188,169,74,1.17,744,HIIT,21.6,3.6,4,2,20.15
Vihaan,33,Female,72.9,1.58,178,153,57,0.94,1139,HIIT,25.9,3.5,2,1,18.97
Kabir,25,Female,48.8,1.84,186,168,65,1.68,972,Strength,25,1.7,3,2,16.6
Yuvan,18,Male,54.9,1.74,187,131,74,0.93,597,HIIT,,3.2,3,3,18.89
Myra,38,Male,53.6,1.7,188,126,73,0.97,1083,Yoga,30.4,3.4,4,2,12.32
Reyansh,47,Male,77.9,1.76,164,139,59,1.29,1233,Cardio,34,2.8,2,1,15.38
Zara,35,Male,68.5,1.73,175,142,58,1.2,840,Cardio,19.3,2.1,2,3,12.32
Aryan,59,,,1.56,164,124,56,0.85,917,Cardio,29.4,3.7,2,,18.27
Vihaan,28,,77.2,1.86,180,133,,1.55,1710,Strength,26.5,1.6,4,3,17.34
Vihaan,32,Female,113.1,1.73,165,135,58,1.5,1081,Yoga,26.2,3.3,4,1,12.32
Advait,27,Female,53.7,1.75,167,137,74,2,788,Yoga,13.3,2.6,3,,16.24
Aryan,25,Male,61.3,1.77,173,167,50,1.88,1760,Strength,35,3.1,4,2,17.69
Vivaan,38,Male,41.1,1.67,184,133,74,0.63,804,HIIT,25.6,2.8,5,3,14.26
Aanya,36,Male,78.2,1.63,191,169,74,2,1381,Cardio,23.1,2.7,3,2,21.82
Anaya,35,Male,94.6,1.69,167,158,57,0.75,1534,Yoga,33.1,2,4,2,22.21
Arjun,28,Female,68.8,1.73,198,169,66,1.46,1279,Yoga,31.4,1.6,3,1,12.38
Ishaan,27,Female,43.4,1.71,184,165,71,1.24,945,Strength,10,3.6,2,2,25.15
Advait,37,Female,40,1.81,164,139,62,1.35,658,,15.4,,4,1,
Myra,40,Female,40,1.74,173,164,72,1.33,1194,HIIT,22.7,1.5,4,1,12.32
Yuvan,24,Male,70.3,1.87,191,127,62,1.75,1285,Yoga,23.9,1.5,2,3,14.32
Sara,18,Male,64.7,1.67,167,152,74,1.38,1506,HIIT,26,1.7,4,3,19.63
Zara,59,Male,61,1.62,191,162,74,1.69,499,HIIT,14.6,1.8,3,3,21.37
Krishna,37,Female,44.2,1.61,168,164,73,1.13,1011,Yoga,28.8,2.5,4,3,14.92
Vivaan,18,Male,77.8,1.76,183,157,74,1.27,1086,HIIT,24.6,3.3,3,1,16.37
Arjun,53,Male,53.5,1.71,195,169,54,1.04,900,Yoga,25.1,2.7,3,2,33.56
Tia,44,Male,63.7,1.62,176,166,54,1.16,1142,Cardio,23,3.2,5,2,12.32
Sara,28,Female,64.1,1.82,170,120,57,1.53,686,Yoga,16.3,2.7,2,,13.85
Kabir,,Female,54.5,1.67,196,148,73,1.21,819,Strength,29.4,3.1,3,1,15.16
Myra,30,Female,40,1.93,180,143,74,1.94,916,Yoga,17.2,2.3,2,1,12.32
Advait,25,Female,68.8,1.73,182,133,74,1.65,851,\nStrength,28.8,1.8,3,3,12.32
Vihaan,18,,50.6,1.74,162,153,74,1.25,634,Strength,29.3,1.5,4,,17.25
Krishna,53,Female,68.9,1.6,191,155,70,0.89,874,Yoga,10.2,1.6,3,2,27.19
Aarav,25,Male,100.4,1.76,173,169,58,0.85,1465,Cardio,30.4,1.8,3,1,17.45
Arjun,58,Female,105.7,1.65,171,136,71,1.22,841,Cardio,32,3.4,,3,13.66
Yuvan,18,Female,61.9,1.58,184,141,,1.63,900,Yoga,25.2,3.7,2,1,18.23
Tia,50,Female,60.4,1.72,184,124,74,2,494,\tYoga,27.9,3,4,2,20.81
Vihaan,23,Male,56.2,1.58,184,141,71,2,640,Cardio,25.2,1.5,4,1,
Aanya,18,Female,42.6,1.56,180,169,62,1.27,1497,Strength,27.1,3.6,4,1,12.46
Krishna,59,Female,97.4,1.57,199,153,70,0.73,877,Yoga,18.1,3.3,4,1,27.67
Myra,32,Male,58.7,,161,130,69,1.07,733,Strength,28.6,1.9,3,3,12.87
Meera,21,Male,46.4,2,198,135,74,1,497,Cardio,29.7,1.8,2,1,23.07
Meera,32,Male,57.4,1.66,189,136,62,1.55,1068,HIIT,24.6,3.4,2,2,
Yuvan,38,Male,87.9,1.75,183,130,74,1.54,1273,HIIT,24.2,1.6,3,1,12.32
Aanya,40,Male,87.8,1.64,161,145,59,1.63,849,Cardio,22.5,2.6,4,2,17.55
Sara,52,Female,62.4,1.91,191,161,63,2,1783,Yoga,27.3,3.2,2,1,15.2
Yuvan,20,Female,65.7,1.81,189,165,55,1.66,733,Strength,35,3.5,4,2,25.06
Saanvi,23,Female,51.4,2,182,158,65,1.07,738,Strength,31.7,2.6,4,2,15.31
Yuvan,34,Female,75.2,2,196,141,73,1.13,753,HIIT,33.8,3.6,4,2,16.39
Tia,34,Male,77.7,1.81,187,149,54,1.08,842,Strength,33,3,2,3,12.32
Advait,23,Female,40,1.89,162,126,60,0.74,1237,Cardio,24.7,2.9,3,1,17.09
Advait,43,Female,80.5,1.68,190,135,58,1.1,1099,Yoga,21.7,2.1,5,1,25.52
Kabir,18,Male,40,1.78,167,133,62,0.86,963,Yoga,16.9,3.7,4,3,21.42
Myra,28,Female,109.4,1.58,170,165,74,1.94,619,HIIT,21.9,2.2,5,1,21.16
Advait,57,Female,40,1.58,165,140,55,1.33,1783,Strength,24.7,2.6,4,1,14.94
Meera,18,Male,40,1.8,168,,58,0.5,729,,32.5,3.7,3,3,12.32
Zara,44,Female,79.5,1.73,184,155,56,1.57,1058,Yoga,17.8,2.6,4,2,25.45
